,trail_id,name,area_name,state_name,popularity,length,elevation_gain,difficulty_rating,visitor_usage,avg_rating,num_reviews,latitude,longitude,loop,out and back,point to point,backpacking,hot-springs,partially-paved,waterfall,canoeing,bike-touring,walking,snowboarding,camping,city-walk,kids,river,rails-trails,beach,surfing,road-biking,snowshoeing,skiing,horseback-riding,trail-running,wild-flowers,fishing,views,fly-fishing,cave,cross-country-skiing,sea-kayaking,hiking,historic-site,birding,whitewater-kayaking,off-road-driving,ada,paved,scenic-driving,lake,paddle-sports,wildlife,strollers,nature-trips,dogs-leash,dogs,mountain-biking,dogs-no,rock-climbing,forest,ice-climbing
10,10265252,McKinley Bar Trail,Denali National Park,Alaska,0.06680933884326819,0.013973268529769137,0.021094938083858355,0.0,0.3333333333333333,0.8,0.004355623879067384,63.45799,-150.85,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
11,10333556,Tiaga Loop and Horseshoe Lake Trail to Beaver Dam,Denali National Park,Alaska,0.054409621981756716,0.00911300121506683,0.011318705192265915,0.3333333333333333,0.3333333333333333,0.9,0.003843197540353574,63.73128,-148.9171,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
12,10265251,Blueberry Hill Trail,Denali National Park,Alaska,0.049579960034458755,0.0027339003645200483,0.0033456441451227463,0.3333333333333333,0.3333333333333333,0.9,0.0015372790161414297,63.49541,-150.88137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
13,10393562,Stampede Trail to Sushana River,Denali National Park,Alaska,0.046772209413763886,0.11603888213851762,0.09215728872474474,0.6666666666666666,0.0,0.9,0.0007686395080707148,63.88374,-149.26764,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14,10262541,Bartlett Cove Forest Loop Trail,Glacier Bay National Park,Alaska,0.04601473123705285,0.003341433778857837,0.002411470779926135,0.0,0.3333333333333333,0.9,0.0035869843709966692,58.45462,-135.88312,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
15,10358126,Camp Ridge Trail,Denali National Park,Alaska,0.04331451651976002,0.01275820170109356,0.03840973278296763,0.6666666666666666,0.0,1.0,0.0020497053548552396,63.52451,-150.96072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16,10236078,Jonesville Trail,Denali National Park,Alaska,0.04123115610549863,0.0027339003645200483,0.0037584184227677604,0.0,0.0,0.8,0.002818344862925954,63.73334,-148.89618,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
17,10343441,Roadside Trail,Denali National Park,Alaska,0.03999626578621153,0.010328068043742405,0.015316098196828156,0.0,0.3333333333333333,0.8,0.003330771201639764,63.73034,-148.91945,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,10023165,Quigley Ridge Trail,Denali National Park,Alaska,0.0390438049275078,0.027642770352369377,0.05209645883119705,0.3333333333333333,0,0.9,0.0012810658467845247,63.52444,-150.96015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,10333569,Bison Gulch to Denali Visitors Center,Denali National Park,Alaska,0.032787815118602646,0.029769137302551638,0.09878340212904628,0.6666666666666666,0.3333333333333333,1.0,0.0012810658467845247,63.80495,-148.95416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,10347459,Brooks Falls,Katmai National Park,Alaska,0.029468382671829964,0.008809234507897933,0.004540517054095155,0.0,0.3333333333333333,0.9,0.0010248526774276198,58.55986,-155.77752,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,10302108,Bartlett River Trail,Glacier Bay National Park,Alaska,0.027533918123817547,0.02095990279465371,0.019009341733651965,0.0,0.0,0.6,0.0017934921854983346,58.4543,-135.86902,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
22,10333558,McKinley Station and Morino Loop Trail,Denali National Park,Alaska,0.024670626981585363,0.0027339003645200483,0.002411470779926135,0.3333333333333333,0.3333333333333333,0.6,0.0010248526774276198,63.7315,-148.91785,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
23,10513937,Dumpling Mountain,Katmai National Park,Alaska,0.024021866421500563,0.00911300121506683,0.01609819682815555,0.3333333333333333,0.0,0.8,0.0012810658467845247,58.55626,-155.77832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,10333557,Spruce Tree Trail,Denali National Park,Alaska,0.022436007274626607,0.001215066828675577,0.0016945470345426897,0.0,0.3333333333333333,0.6,0.0015372790161414297,63.73136,-148.91762,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25,10302122,Bartlet Lake Trail,Glacier Bay National Park,Alaska,0.021979865970086113,0.017922235722964763,0.010102107321312188,0.0,0.0,0.7,0.0010248526774276198,58.46205,-135.77323,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
26,10265266,Eldorado Creek Trail,Denali National Park,Alaska,0.021306289432293152,0.025820170109356014,0.028351075385618076,0.3333333333333333,0.3333333333333333,0.0,0.0,63.52668,-150.96891,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,10302112,Tlingit Trail,Glacier Bay National Park,Alaska,0.016190652884739237,0.003341433778857837,0.0014121225287855748,0.0,0.0,0.7,0.0010248526774276198,58.45442,-135.88565,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,10302114,Point Gustavus,Glacier Bay National Park,Alaska,0.015852682902618556,0.03797083839611179,0.008407560286769498,0.3333333333333333,0.0,0.8,0.0005124263387138099,58.45379,-135.88686,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29,10187810,Bright Angel Trail to Bright Angel Campground and River Trail,Grand Canyon National Park,Arizona,0.4428954810104594,0.053766707168894284,0.10875515967847056,0.6666666666666666,0.6666666666666666,1.0,0.1716628234691263,36.05735,-112.14381,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
30,10016964,South Kaibab Trail to Cedar Ridge,Grand Canyon National Park,Arizona,0.4286180218356969,0.009416767922235725,0.02557028025200956,0.3333333333333333,0.6666666666666666,1.0,0.12528823981552653,36.05346,-112.08361,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
31,10237812,Three-Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Arizona,0.39299054983934606,0.016403402187120292,0.04531827069302629,0.6666666666666666,0.6666666666666666,0.9,0.11632077888803484,36.05701,-112.14414,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
32,10245012,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Arizona,0.37380307221804027,0.050729040097205344,0.09984792526613079,0.6666666666666666,0.6666666666666666,1.0,0.13297463489623368,36.05344,-112.08364,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
33,10265905,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Arizona,0.34114288212765104,0.005467800729040097,0.015033673691071042,0.3333333333333333,0.6666666666666666,1.0,0.11657699205739175,36.05309,-112.08387,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
34,10266148,Grand Canyon Rim Trail,Grand Canyon National Park,Arizona,0.3332844891867331,0.016403402187120292,0.007625461655442103,0.0,0.6666666666666666,0.9,0.08762490392006149,36.05723,-112.14378,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
35,10094721,Rim-to-Rim: North Kaibab to Grand Canyon Village,Grand Canyon National Park,Arizona,0.2838817861359041,0.06561360874848117,0.115098848577015,0.6666666666666666,0.6666666666666666,1.0,0.055598257750448375,36.21692,-112.05678,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,10026816,Shoshone Point Trail,Grand Canyon National Park,Arizona,0.2684923348171712,0.00637910085054678,0.00325874429719748,0.0,0.0,1.0,0.05739174993594671,36.03496,-112.06924,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
37,10235665,Plateau Point Trail via Bright Angel Trail,Grand Canyon National Park,Arizona,0.2658925657239352,0.037059538274605106,0.06856398001303499,0.6666666666666666,0.6666666666666666,1.0,0.06712785037150909,36.05681,-112.14201,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
38,10266521,South Kaibab Trail to Skeleton Point,Grand Canyon National Park,Arizona,0.2619716412460457,0.016403402187120292,0.042971974799044105,0.6666666666666666,0.3333333333333333,1.0,0.05867281578273123,36.05356,-112.08336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,10016127,Grand Canyon West Rim Trail,Grand Canyon National Park,Arizona,0.2558645473033895,0.038882138517618466,0.012100803823593308,0.0,0.6666666666666666,0.9,0.04048168075839098,36.05264,-112.08368,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0
40,10034910,Bridal Wreath Falls Trail,Saguaro National Park,Arizona,0.24644038434040905,0.01701093560145808,0.023289159243971326,0.3333333333333333,0.3333333333333333,0.9,0.06635921086343838,32.23512,-110.68683,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
41,10337353,1.5 Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Arizona,0.2373293753818411,0.008809234507897933,0.02494025635455138,0.3333333333333333,0.6666666666666666,0.9,0.06097873430694338,36.05706,-112.14428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,10013850,Bright Angel Point Trail,Grand Canyon National Park,Arizona,0.23424864900635645,0.0027339003645200483,0.0031283945253095806,0.0,0.6666666666666666,0.9,0.036382270048680505,36.19703,-112.05258,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43,10031380,Wasson Peak Trail,Saguaro National Park,Arizona,0.222988103692972,0.02399756986634265,0.0404736041711927,0.3333333333333333,0.6666666666666666,0.9,0.05867281578273123,32.24669,-111.16708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
44,10304374,Indian Garden via Bright Angel Trail,Grand Canyon National Park,Arizona,0.19783297428946536,0.02490886998784933,0.06391483814903325,0.6666666666666666,0.6666666666666666,1.0,0.0156290033307712,36.05745,-112.14434,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,10236025,Blue Mesa Trail,Petrified Forest National Park,Arizona,0.18403174554405485,0.0027339003645200483,0.0023462958939821856,0.0,0.6666666666666666,0.9,0.0417627466051755,34.93947,-109.75639,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,10013966,King Canyon Trail to Wasson Peak,Saguaro National Park,Arizona,0.18316554975071758,0.021567436208991493,0.03997393004562242,0.3333333333333333,0.3333333333333333,0.9,0.034588777863182166,32.24717,-111.16717,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
47,10004120,Grandview Trail Loop,Grand Canyon National Park,Arizona,0.17506372388561486,0.03523693803159173,0.08472735172713448,1.0,0.3333333333333333,1.0,0.015885216500128106,35.99805,-111.98775,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
48,10006500,Hermit Trail,Grand Canyon National Park,Arizona,0.174593402022384,0.04678007290400972,0.11175320443189225,0.6666666666666666,0.3333333333333333,0.9,0.022546758903407634,36.06193,-112.21112,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,10259347,Grandview Point to Horseshoe Mesa Trail,Grand Canyon National Park,Arizona,0.1740049088367333,0.016707168894289186,0.051814034325439934,0.3333333333333333,0.0,1.0,0.02485267742761978,35.99809,-111.98778,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
50,10041313,North Kaibab Trail to Roaring Springs,Grand Canyon National Park,Arizona,0.17355349438508963,0.02551640340218712,0.07640669128829025,0.6666666666666666,0.3333333333333333,0.9,0.020497053548552396,36.21687,-112.05678,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
51,10244240,Wasson Peak via Sweetwater Trail,Saguaro National Park,Arizona,0.16998472044801113,0.028250303766707167,0.04547034542689551,0.6666666666666666,0.6666666666666666,0.9,0.04125032026646169,32.28866,-111.12114,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,10111405,Douglas Spring Trail,Saguaro National Park,Arizona,0.16954984998150618,0.05042527339003645,0.08125135781012384,0.3333333333333333,0.3333333333333333,0.9,0.02434025108890597,32.23518,-110.68682,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
53,10286650,South Kaibab Trail to Phantom Ranch,Grand Canyon National Park,Arizona,0.1636294667282733,0.04070473876063184,0.1066912882902455,0.6666666666666666,0.6666666666666666,1.0,0.01870356136305406,36.05298,-112.0839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
54,10031336,Widforss Trail,Grand Canyon National Park,Arizona,0.15757318645425766,0.027642770352369377,0.02250706061264393,0.3333333333333333,0.3333333333333333,0.9,0.025621316935690495,36.22375,-112.06506,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,10031337,Transept Trail,Grand Canyon National Park,Arizona,0.1492326545178669,0.008809234507897933,0.006126439278731262,0.3333333333333333,0.3333333333333333,0.8,0.02177811939533692,36.19695,-112.05287,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
56,10304469,Yavapai Point via Rim Trail,Grand Canyon National Park,Arizona,0.1488415074406573,0.004860267314702308,0.0017814468824679558,0.0,0.6666666666666666,0.9,0.013323084806559056,36.06045,-112.10861,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57,10273263,Bright Angel Trail: South Rim to Phantom Ranch,Grand Canyon National Park,Arizona,0.14747899209315682,0.05467800729040097,0.1082554855529003,0.6666666666666666,0.6666666666666666,1.0,0.009992313604919293,36.05742,-112.14421,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,10000811,Cape Royal Trail,Grand Canyon National Park,Arizona,0.14679478013634606,0.0030376670716889425,0.0014121225287855748,0.0,0.3333333333333333,0.9,0.013835511145272867,36.12234,-111.94949,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0
59,10009957,Rim-to-Rim: North Kaibab to South Kaibab Trailhead,Grand Canyon National Park,Arizona,0.1465844351824388,0.058626974483596606,0.11881381707582012,1.0,0.6666666666666666,1.0,0.009736100435562388,36.21689,-112.05678,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,10006953,Tanque Verde Ridge Trail,Saguaro National Park,Arizona,0.1464497198748802,0.060753341433778855,0.12159461220942863,1.0,0.3333333333333333,0.9,0.027671022290545733,32.16559,-110.7238,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
61,10297089,Rim to Rim Trail Segment: Indian Garden to Colorado River,Grand Canyon National Park,Arizona,0.14597939801164933,0.01822600243013366,0.030632196393656313,1.0,0.3333333333333333,1.0,0.0156290033307712,36.07836,-112.12709,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
62,10040243,North Kaibab Trail to Colorado River,Grand Canyon National Park,Arizona,0.14537436084085986,0.0850546780072904,0.14916358896371934,1.0,0.0,0.9,0.011529592621060722,36.21704,-112.05675,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
63,10026822,Cape Final,Grand Canyon National Park,Arizona,0.14279113573276264,0.01215066828675577,0.010753856180751684,0.0,0,0.9,0.019472200871124775,36.14579,-111.9355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
64,10242023,Mica View Loop Trail,Saguaro National Park,Arizona,0.14018545807340566,0.01123936816524909,0.0026287203997393004,0.0,0.3333333333333333,0.8,0.02843966179861645,32.2207,-110.72608,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
65,10255289,Phantom Ranch to Ribbon Falls via North Kaibab Trail,Grand Canyon National Park,Arizona,0.14016064209569748,0.03614823815309842,0.04225505105366066,0.6666666666666666,0.6666666666666666,1.0,0.006917755572636433,36.10656,-112.09423,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
